"Well","Gene","Detector Name","Reporter","Task","Ct","TmValue","Tm Type","Ct Type","Baseline Type","Threshold Type","Threshold","Bacteria","TDate","SamP"
344,"hcaT","SYBR","SYBR","Unknown",23.837378,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","O8"
345,"idnT","SYBR","SYBR","Unknown",25.263023,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","O9"
346,"Lnt2","SYBR","SYBR","Unknown",22.061934,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","O10"
347,"Lnt","SYBR","SYBR","Unknown",22.389948,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","O11"
348,"miaB","SYBR","SYBR","Unknown",18.108515,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","O12"
349,"ybeX","SYBR","SYBR","Unknown",18.713192,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","O13"
350,"ybeY","SYBR","SYBR","Unknown",23.900707,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","O14"
351,"ybeZ","SYBR","SYBR","Unknown",21.22965,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","O15"
352,"ybeZY","SYBR","SYBR","Unknown",20.829847,82.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","O16"
364,"CorA","SYBR","SYBR","Unknown",21.232565,87.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P4"
365,"cysG","SYBR","SYBR","Unknown",20.319452,87.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P5"
366,"frr","SYBR","SYBR","Unknown",15.6529455,86.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P6"
367,"gyrA","SYBR","SYBR","Unknown",19.321125,84.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P7"
368,"hcaT","SYBR","SYBR","Unknown",24.496113,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P8"
369,"idnT","SYBR","SYBR","Unknown",25.412848,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P9"
370,"Lnt2","SYBR","SYBR","Unknown",22.474386,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P10"
371,"Lnt","SYBR","SYBR","Unknown",22.604647,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P11"
372,"miaB","SYBR","SYBR","Unknown",18.145918,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P12"
373,"ybeX","SYBR","SYBR","Unknown",18.72006,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P13"
374,"ybeY","SYBR","SYBR","Unknown",24.195227,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P14"
375,"ybeZ","SYBR","SYBR","Unknown",21.250324,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P15"
376,"ybeZY","SYBR","SYBR","Unknown",20.732296,82.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","P16"
28,"CorA","SYBR","SYBR","Unknown",21.934662,62,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B4"
29,"cysG","SYBR","SYBR","Unknown",21.486607,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B5"
30,"frr","SYBR","SYBR","Unknown",16.55948,89,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B6"
31,"gyrA","SYBR","SYBR","Unknown",22.195543,86.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B7"
32,"hcaT","SYBR","SYBR","Unknown",24.820017,91.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B8"
33,"idnT","SYBR","SYBR","Unknown",25.35333,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B9"
34,"Lnt2","SYBR","SYBR","Unknown",22.77799,87,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B10"
35,"Lnt","SYBR","SYBR","Unknown",22.247263,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B11"
36,"miaB","SYBR","SYBR","Unknown",19.473083,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B12"
37,"ybeX","SYBR","SYBR","Unknown",32.99759,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B13"
38,"ybeY","SYBR","SYBR","Unknown",23.5715,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B14"
39,"ybeZ","SYBR","SYBR","Unknown",20.293825,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B15"
40,"ybeZY","SYBR","SYBR","Unknown",21.015545,83.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","B16"
52,"CorA","SYBR","SYBR","Unknown",21.235735,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C4"
53,"cysG","SYBR","SYBR","Unknown",21.19719,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C5"
54,"frr","SYBR","SYBR","Unknown",16.671928,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C6"
55,"gyrA","SYBR","SYBR","Unknown",21.923374,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C7"
56,"hcaT","SYBR","SYBR","Unknown",25.05627,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C8"
57,"idnT","SYBR","SYBR","Unknown",25.594378,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C9"
58,"Lnt2","SYBR","SYBR","Unknown",22.737507,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C10"
59,"Lnt","SYBR","SYBR","Unknown",22.550547,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C11"
60,"miaB","SYBR","SYBR","Unknown",19.408993,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C12"
61,"ybeX","SYBR","SYBR","Unknown",32.687286,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C13"
62,"ybeY","SYBR","SYBR","Unknown",23.61581,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C14"
63,"ybeZ","SYBR","SYBR","Unknown",22.023108,88,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C15"
64,"ybeZY","SYBR","SYBR","Unknown",21.255377,82.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","C16"
76,"CorA","SYBR","SYBR","Unknown",21.23163,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D4"
77,"cysG","SYBR","SYBR","Unknown",21.16956,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D5"
78,"frr","SYBR","SYBR","Unknown",16.588766,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D6"
79,"gyrA","SYBR","SYBR","Unknown",NA,62,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D7"
80,"hcaT","SYBR","SYBR","Unknown",25.118855,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D8"
81,"idnT","SYBR","SYBR","Unknown",25.490007,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D9"
82,"Lnt2","SYBR","SYBR","Unknown",22.718958,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D10"
83,"Lnt","SYBR","SYBR","Unknown",22.575966,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D11"
84,"miaB","SYBR","SYBR","Unknown",19.339613,85.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D12"
85,"ybeX","SYBR","SYBR","Unknown",33.493156,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D13"
86,"ybeY","SYBR","SYBR","Unknown",23.668598,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D14"
87,"ybeZ","SYBR","SYBR","Unknown",22.328238,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D15"
88,"ybeZY","SYBR","SYBR","Unknown",21.176092,82.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","D16"
124,"CorA","SYBR","SYBR","Unknown",21.26682,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F4"
125,"cysG","SYBR","SYBR","Unknown",21.385202,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F5"
126,"frr","SYBR","SYBR","Unknown",17.054958,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F6"
127,"gyrA","SYBR","SYBR","Unknown",21.984425,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F7"
128,"hcaT","SYBR","SYBR","Unknown",25.653465,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F8"
129,"idnT","SYBR","SYBR","Unknown",25.447401,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F9"
130,"Lnt2","SYBR","SYBR","Unknown",22.816177,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F10"
131,"Lnt","SYBR","SYBR","Unknown",22.40407,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F11"
132,"miaB","SYBR","SYBR","Unknown",19.497427,85.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F12"
133,"ybeX","SYBR","SYBR","Unknown",31.62389,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F13"
134,"ybeY","SYBR","SYBR","Unknown",23.955746,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F14"
135,"ybeZ","SYBR","SYBR","Unknown",22.122757,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F15"
136,"ybeZY","SYBR","SYBR","Unknown",21.456636,82.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","F16"
148,"CorA","SYBR","SYBR","Unknown",21.26742,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G4"
149,"cysG","SYBR","SYBR","Unknown",21.395954,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G5"
150,"frr","SYBR","SYBR","Unknown",16.929384,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G6"
151,"gyrA","SYBR","SYBR","Unknown",21.939089,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G7"
152,"hcaT","SYBR","SYBR","Unknown",25.204754,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G8"
153,"idnT","SYBR","SYBR","Unknown",25.511095,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G9"
154,"Lnt2","SYBR","SYBR","Unknown",22.916006,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G10"
155,"Lnt","SYBR","SYBR","Unknown",22.516888,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G11"
156,"miaB","SYBR","SYBR","Unknown",19.500864,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G12"
158,"ybeY","SYBR","SYBR","Unknown",23.942125,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G14"
159,"ybeZ","SYBR","SYBR","Unknown",22.08559,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G15"
160,"ybeZY","SYBR","SYBR","Unknown",21.440178,82.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","G16"
172,"CorA","SYBR","SYBR","Unknown",21.480385,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H4"
173,"cysG","SYBR","SYBR","Unknown",21.432129,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H5"
174,"frr","SYBR","SYBR","Unknown",16.783981,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H6"
175,"gyrA","SYBR","SYBR","Unknown",21.996183,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H7"
176,"hcaT","SYBR","SYBR","Unknown",25.25007,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H8"
177,"idnT","SYBR","SYBR","Unknown",25.194405,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H9"
178,"Lnt2","SYBR","SYBR","Unknown",22.852762,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H10"
179,"Lnt","SYBR","SYBR","Unknown",22.636898,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H11"
180,"miaB","SYBR","SYBR","Unknown",19.449364,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H12"
181,"ybeX","SYBR","SYBR","Unknown",30.446857,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H13"
182,"ybeY","SYBR","SYBR","Unknown",23.81921,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H14"
183,"ybeZ","SYBR","SYBR","Unknown",22.29188,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","H15"
220,"CorA","SYBR","SYBR","Unknown",21.750923,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J4"
221,"cysG","SYBR","SYBR","Unknown",21.23064,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J5"
222,"frr","SYBR","SYBR","Unknown",17.438128,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J6"
223,"gyrA","SYBR","SYBR","Unknown",22.390213,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J7"
224,"hcaT","SYBR","SYBR","Unknown",25.746191,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J8"
225,"idnT","SYBR","SYBR","Unknown",25.855236,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J9"
226,"Lnt2","SYBR","SYBR","Unknown",22.87117,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J10"
227,"Lnt","SYBR","SYBR","Unknown",22.994278,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J11"
228,"miaB","SYBR","SYBR","Unknown",19.863878,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J12"
229,"ybeX","SYBR","SYBR","Unknown",34.185028,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J13"
230,"ybeY","SYBR","SYBR","Unknown",24.107426,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J14"
231,"ybeZ","SYBR","SYBR","Unknown",22.86023,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J15"
232,"ybeZY","SYBR","SYBR","Unknown",21.784977,82.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","J16"
244,"CorA","SYBR","SYBR","Unknown",21.222267,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K4"
245,"cysG","SYBR","SYBR","Unknown",21.227669,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K5"
246,"frr","SYBR","SYBR","Unknown",17.21708,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K6"
247,"gyrA","SYBR","SYBR","Unknown",22.238441,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K7"
248,"hcaT","SYBR","SYBR","Unknown",25.462172,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K8"
249,"idnT","SYBR","SYBR","Unknown",25.875763,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K9"
250,"Lnt2","SYBR","SYBR","Unknown",23.053654,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K10"
251,"Lnt","SYBR","SYBR","Unknown",23.154512,90.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K11"
252,"miaB","SYBR","SYBR","Unknown",19.775509,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K12"
253,"ybeX","SYBR","SYBR","Unknown",32.596268,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K13"
254,"ybeY","SYBR","SYBR","Unknown",23.880495,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K14"
255,"ybeZ","SYBR","SYBR","Unknown",22.758554,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K15"
256,"ybeZY","SYBR","SYBR","Unknown",21.774925,82.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","K16"
268,"CorA","SYBR","SYBR","Unknown",21.35087,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L4"
269,"cysG","SYBR","SYBR","Unknown",21.338186,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L5"
270,"frr","SYBR","SYBR","Unknown",16.934828,86.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L6"
271,"gyrA","SYBR","SYBR","Unknown",22.286211,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L7"
272,"hcaT","SYBR","SYBR","Unknown",25.600092,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L8"
273,"idnT","SYBR","SYBR","Unknown",25.781654,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L9"
274,"Lnt2","SYBR","SYBR","Unknown",23.169443,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L10"
275,"Lnt","SYBR","SYBR","Unknown",23.013744,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L11"
276,"miaB","SYBR","SYBR","Unknown",19.731958,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L12"
277,"ybeX","SYBR","SYBR","Unknown",35.32196,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L13"
278,"ybeY","SYBR","SYBR","Unknown",24.017717,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L14"
279,"ybeZ","SYBR","SYBR","Unknown",22.614101,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L15"
280,"ybeZY","SYBR","SYBR","Unknown",21.769146,82.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","L16"
316,"CorA","SYBR","SYBR","Unknown",21.498793,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","N4"
317,"cysG","SYBR","SYBR","Unknown",NA,62,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","N5"
318,"frr","SYBR","SYBR","Unknown",17.270515,86.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","N6"
319,"gyrA","SYBR","SYBR","Unknown",22.679976,84.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","N7"
320,"hcaT","SYBR","SYBR","Unknown",26.423586,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","N8"
321,"idnT","SYBR","SYBR","Unknown",26.225302,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","N9"
322,"Lnt2","SYBR","SYBR","Unknown",23.304897,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.120600335,"ybeX","2020-08-24","N10"
